insertid,Region_Code,REGION,RSM_Code,RSM_Area,SO,Distributor_Code,Distributor_Name,distributor_channel_type,distributor_type,distributor_city,distributor_state,UID,RetailerCode,RetailerName,SalesMan_Code,SalesMan_Name,Sales_Rep_Phone,saleman_role,Type,outlet_type,Sub_Type,Price_Group,Retailer_Group,Route_Code,Route_Name,warehouse_id,Category_Code,Category_Name,Sub_Channel_Code,Sub_Channel_Name,Channel_Code,Channel_Name,Class_Name,ACCOUNT_CODE,ACCOUNT_NAME,PAN_No,GST_No,Address_1,Address_2,Address_3,Address_4,outlet_pin_code,Town,City,State,latitude,longitude,Contact_Name,Mobile,Email,owner_name,owner_mobile,Aadhar,Credit_Limit,Credit_Period,cash_credit,source,Location_Code,Location_Name,Return_Qty,Return_Value,FSSAI_No,FSSAI_Exp_Date,Retailer_Created_On,outlet_createdby_id,outlet_createdbyname,Modified_Date,Retailer_Reference_Code,IsActive,last_order_date,last_invoice_date,otp_verified
"892, '-', 'North', '-', '-', '-', '1100738630', 'JANTA SOAP FACTORY', 'GT', 'Super Redistribution Wholesaler', 'Amritsar', 'PUNJAB', '-', '747077', 'JASSAR MEDICAL STORE', '2097', 'SIMARJEET SINGH', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '14434', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '03BGTPS5859K1ZH', '', '-', '-', '-', '', 'Ajnala (NP"
893,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747120,SHREYAM ENTERPRISR,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Pursura,Pursura,UTTAR PRADESH,0.000000,0.000000,-,8001500423,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45794,45794,NULL
"894, '-', 'North', '-', '-', '-', '1100738630', 'JANTA SOAP FACTORY', 'GT', 'Super Redistribution Wholesaler', 'Amritsar', 'PUNJAB', '-', '747128', 'RAM DITTA MAL AND SONS', '2741', 'SUNDEEP SINGH', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '14434', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '03ADWPM0169K2Z5', '', '-', '-', '-', '', 'Batala (M Cl + OG"
895,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747134,BRISTI ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19DDQPK1030L1ZA,,-,-,-,,TARAKESWAR,TARAKESWAR,BIHAR,0.000000,0.000000,-,9093573919,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45784,45784,NULL
896,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747142,LOKENATH ENTERPRISE,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Khanakul,TARAKESWAR,BIHAR,0.000000,0.000000,-,8167550870,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45786,45786,NULL
897,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747146,SRI KRISHNA ENTERPRISE,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19BVOPS6392D1ZV,,-,-,-,,Arambagh,Arambagh,BIHAR,0.000000,0.000000,-,9734363507,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45793,45793,NULL
898,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747151,NANDI AGENCY,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19ATEPN6268J1Z3,,-,-,-,,Arambagh,Arambagh,BIHAR,0.000000,0.000000,-,9733682756,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45777,45777,NULL
899,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747164,MAHAPRABHU VARIETY STORES,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Arambagh,Arambagh,PUNJAB,0.000000,0.000000,-,9735583187,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45660,45660,NULL
"900, '-', 'North', '-', '-', '-', '1100738630', 'JANTA SOAP FACTORY', 'GT', 'Super Redistribution Wholesaler', 'Amritsar', 'PUNJAB', '-', '747165', 'MEDICAMENT CORNER', '2097', 'SIMARJEET SINGH', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '14434', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '03AGZPK7303B1ZK', '', '-', '-', '-', '', 'Patti (M Cl"
901,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747175,ANIT GHOSH,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Arambagh,Arambagh,WEST BENGAL,0.000000,0.000000,-,9932884248,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45773,45772,NULL
902,-,South,-,-,-,1100729989,KAMAL ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Mancherial,TELANGANA,-,747181,BOBBY AGENCIES,5317,Merugu Harish,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,36EMUPR9692R1Z7,,-,-,-,,Bellampali,Mancherial,UTTAR PRADESH,0.000000,0.000000,-,9059197789,-,-,-,-,99999999,1000,credit,web,-,-,0,0.00,23621013000082,-,45162,,KAMAL ENTERPRISES,45748,-,1,45798,45784,NULL
903,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747209,KABERI ENTERPRISE,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AQEPC3585A1Z5,,-,-,-,,Arambagh,Arambagh,UTTAR PRADESH,0.000000,0.000000,-,9547989165,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45791,45791,NULL
904,-,South,-,-,-,1100729989,KAMAL ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Mancherial,TELANGANA,-,747243,AGARWAL AND CO,5317,Merugu Harish,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,36ALOPA6252D1ZB,,-,-,-,,Kagaznagar,Mancherial,UTTAR PRADESH,0.000000,0.000000,-,9848006935,-,-,-,-,99999999,1000,credit,web,-,-,0,0.00,,-,45162,,KAMAL ENTERPRISES,45748,-,1,45798,45776,NULL
905,-,South,-,-,-,1100729989,KAMAL ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Mancherial,TELANGANA,-,747244,M.S ENTERPRISES,5317,Merugu Harish,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,36CJWPJ9804Q1Z1,,-,-,-,,Srirampur,Mancherial,UTTAR PRADESH,0.000000,0.000000,-,,-,-,-,-,99999999,1000,credit,web,-,-,0,0.00,30230427113353000,-,45162,,KAMAL ENTERPRISES,45748,-,1,45791,45791,NULL
906,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747246,PRIYAM ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Arambag,Arambag,BIHAR,0.000000,0.000000,-,7908009716,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45776,45776,NULL
907,-,South,-,-,-,1100729989,KAMAL ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Mancherial,TELANGANA,-,747253,SAS ENTERPRISES,5317,Merugu Harish,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,36BACPS3624P1Z8,,-,-,-,,Mandamarri,Mancherial,TAMIL NADU,0.000000,0.000000,-,9951868500,-,-,-,-,99999999,1000,credit,web,-,-,0,0.00,23621013000083,-,45162,,KAMAL ENTERPRISES,45748,-,1,45798,45784,NULL
908,-,North,-,-,-,1100738630,JANTA SOAP FACTORY,GT,Super Redistribution Wholesaler,Amritsar,PUNJAB,-,747255,RAVI MEDICAL STORE,2741,SUNDEEP SINGH,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,14434,-,-,-,-,-,-,-,-,-,-,03AANFR9483M1ZE,,-,-,-,,GURDASPUR,GURDASPUR,MADHYA PRADESH,0.000000,0.000000,-,9417875775,-,-,-,-,999999999,805,credit,mobile,-,-,0,0.00,22121016000344,-,45162,,SIMARJEET SINGH,45748,-,1,45794,45797,NULL
909,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747256,KARTICK SAHA,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19DKAPS8932J1ZI,,-,-,-,,TARAKESWAR,TARAKESWAR,BIHAR,0.000000,0.000000,-,9002377584,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45784,45784,NULL
910,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747257,KUNDU DISTRIBUTORS,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AFRPK8726K1ZL,,-,-,-,,TARAKESWAR,TARAKESWAR,Odisha,0.000000,0.000000,-,9434223081,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45793,45793,NULL
911,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747263,SHRABONI ENTERPRISE,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,TARAKESWAR,TARAKESWAR,UTTAR PRADESH,0.000000,0.000000,-,7908199832,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45776,45776,NULL
912,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747264,TARAMA ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AUMPC8148D1ZI,,-,-,-,,Rajbalhat,TARAKESWAR,KARNATAKA,0.000000,0.000000,-,9735702101,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45794,45794,NULL
913,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747269,DEBI ENTERPRISE,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AFTPB8950N1ZK,,-,-,-,,Singur,TARAKESWAR,BIHAR,0.000000,0.000000,-,9433569912,-,-,-,-,9999999999.99999,3650,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45731,45731,NULL
914,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747282,GANESH TRADERS,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19BTCPD3234M1ZO,,-,-,-,,Nalikul,TARAKESWAR,Andhra Pradesh,0.000000,0.000000,-,9903421233,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45786,45786,NULL
915,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747327,ABHIJIT KHAN,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19DTVPK5749B1Z3,,-,-,-,,Gopinagar,TARAKESWAR,UTTAR PRADESH,0.000000,0.000000,-,9932335630,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45786,45786,NULL
916,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747333,SWAPNA AGENCY,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19DIDPP3871G1ZX,,-,-,-,,Jangipara,Jangipara,BIHAR,0.000000,0.000000,-,9547897909,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,12822007000671,-,45162,,AMIT KUMAR SEN,45748,-,1,45660,45660,NULL
917,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747338,BABA BISWESWAR TRADING,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Sehakhala,TARAKESWAR,MAHARASHTRA,0.000000,0.000000,-,9932572422,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45791,45791,NULL
918,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747339,MAA SITILA AGENCY,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AFXPA2728M1ZV,,-,-,-,,TARAKESWAR,TARAKESWAR,UTTAR PRADESH,0.000000,0.000000,-,9434619227,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45782,45782,NULL
919,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747340,BUTTERFLY ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19DLAPK0127A1ZS,,-,-,-,,TARAKESWAR,TARAKESWAR,UTTAR PRADESH,0.000000,0.000000,-,7001527026,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45766,45766,NULL
920,-,East,-,-,-,1100730585,RAHUL DISTRIBUTORS,GT,Hybrid Redistribution Wholesaler,Rohtas,BIHAR,-,747341,SHANKAR MEDICAL AGENCIES,2148,Niranjan Kumar,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,321,-,-,-,-,-,-,-,-,-,-,10BGUPS7407J1ZZ,,-,-,-,,Dehri,Dehri,BIHAR,0.000000,0.000000,-,8210576506,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,RAHUL DISTRIBUTORS,45748,-,1,45785,45785,NULL
921,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747342,PRIYANKA ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19CJKPD4926K1ZU,,-,-,-,,Hakimpur,TARAKESWAR,UTTAR PRADESH,0.000000,0.000000,-,9007261146,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45766,45766,NULL
922,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747364,R.K ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19CYXPS2562Q1Z0,,-,-,-,,Jangalpara,TARAKESWAR,UTTAR PRADESH,0.000000,0.000000,-,9932937598,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45786,45786,NULL
923,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747375,SONAM ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19BCHPG8615D1ZN,,-,-,-,,Borhal,TARAKESWAR,BIHAR,0.000000,0.000000,-,9732702141,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45794,45794,NULL
924,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747376,SWAPNA ENTERPRISE,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AXFPG1042A1Z6,,-,-,-,,TARAKESWAR,TARAKESWAR,RAJASTHAN,0.000000,0.000000,-,9038610854,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45709,45709,NULL
925,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747380,HIRA BHANDER,5483,KRISHNENDU SEAL,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19AZQPG4876P1Z8,,-,-,-,,Chanditala - I,Chanditala,UTTARAKHAND,0.000000,0.000000,-,9932452079,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,12823007000226,-,45162,,AMIT KUMAR SEN,45748,-,1,45797,45797,NULL
926,-,East,-,-,-,1100730662,AMIT KUMAR SEN,GT,Hybrid Redistribution Wholesaler,HOOGHLY,WEST BENGAL,-,747384,M/S JAY MAATARA TRADING,7687,DEBBRATA CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,-,19BTLPM4746C1ZG,,-,-,-,,KAMARPUKUR,TARAKESWAR,WEST BENGAL,0.000000,0.000000,-,9474705939,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45162,,AMIT KUMAR SEN,45748,-,1,45786,45786,NULL
927,-,South,-,-,-,1100729989,KAMAL ENTERPRISES,GT,Hybrid Redistribution Wholesaler,Mancherial,TELANGANA,-,747388,DAKSHAYANI AGENCIES,2127,Sathish Uppu,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,36AZBPV6705F3Z7,,-,-,-,,,Karimnagar,UTTAR PRADESH,0.000000,0.000000,-,7569001958,-,-,-,-,9999999999,1000,credit,mobile,-,-,0,0.00,,-,45163,,Sathish Uppu,45785,-,1,45294,45297,NULL
"928, '-', 'East', '-', '-', '-', '1100727621', 'BANIK AGENCY', 'GT', 'Hybrid Redistribution Wholesaler', 'Bardhaman', 'WEST BENGAL', '-', '747390', 'ARCHANA ENTERPRISE (SHYAMPUR"
929,-,East,-,-,-,1100733009,T R Distributors,GT,Hybrid Redistribution Wholesaler,South Twenty Four Parganas,WEST BENGAL,-,747418,SRIKRISHANA ENTERPRISE,2368,Chayan Halder,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,9025,-,-,-,-,-,-,-,-,-,-,19BDOPP9896F1ZG,,-,-,-,,Uttar Narayanpur,Namkhana,TELANGANA,0.000000,0.000000,-,9932428078,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45163,,Gsk Asia Pvt. Ltd.,45748,-,1,45798,45782,NULL
"930, '-', 'North', '-', '-', '-', '1100730326', 'S M B DYNAMIC SALES', 'GT', 'Super Redistribution Wholesaler', 'Fatehgarh Sahib', 'PUNJAB', '-', '747420', 'Sarup Chand Ravinder kumar', '1928', 'MUNISH KUMAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '281', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Dhuri (M Cl"
931,-,North,-,-,-,1100730326,S M B DYNAMIC SALES,GT,Super Redistribution Wholesaler,Fatehgarh Sahib,PUNJAB,-,747423,Vardhman Traders,7611,PARVEEN SAINI,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,281,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Nabha,NABHA,UTTAR PRADESH,0.000000,0.000000,-,9815800671,-,-,-,-,888888888,805,cash,mobile,-,-,0,0.00,12118681000213,-,45163,,SANDEEP KUMAR,45748,-,1,45791,45791,NULL
932,-,North,-,-,-,1100730801,D R DISTRIBUTORS,GT,Hybrid Redistribution Wholesaler,Bharatpur,RAJASTHAN,-,747427,R.R. ENTERPRISES DEEG,7239,UMESH SINGH,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,463,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,DEEG,Alwar,MADHYA PRADESH,0.000000,0.000000,-,919414584042,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45163,,A B TRADING COMPANY,45748,-,1,45789,45789,NULL
"933, '-', 'North', '-', '-', '-', '1100730326', 'S M B DYNAMIC SALES', 'GT', 'Super Redistribution Wholesaler', 'Fatehgarh Sahib', 'PUNJAB', '-', '747447', 'Tulsi Ram Roshan Lal Jain', '2100', 'SANDEEP KUMAR', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '281', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '03AAVFT8928K1ZC', '', '-', '-', '-', '', 'Sangrur (M Cl"
"934, '-', 'North', '-', '-', '-', '1100730337', 'SHIV AGENCIES HMO', 'GT', 'Hybrid Redistribution Wholesaler', 'Hanumangarh', 'RAJASTHAN', '-', '747461', 'harshita health care', '1953', 'Ganesh Purohit', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '279', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '08LQVPS7002JIZX', '', '-', '-', '-', '', 'Suratgarh (M"
935,-,West,-,-,-,1100730601,VICTOR MARKETING,GT,Super Redistribution Wholesaler,Indore,MADHYA PRADESH,-,747481,KANISHAK MARKETING [KSHIPRA],7305,SANJAY SINGH SISODIYA,,RSR,-,RRW,-,-,-,-,-,312,-,-,-,-,-,-,-,-,-,-,23DMPPS8657P1ZS,,-,-,-,,Sukalya,Dewas,TELANGANA,0.000000,0.000000,-,9754171786,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21421850007665,-,45163,,MANOJ TRIPATHI,45785,-,1,45789,45793,NULL
"936, '-', 'North', '-', '-', '-', '1100730326', 'S M B DYNAMIC SALES', 'GT', 'Super Redistribution Wholesaler', 'Fatehgarh Sahib', 'PUNJAB', '-', '747488', 'Aneja Trading Company', '2100', 'SANDEEP KUMAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '281', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '', '-', '-', '-', '', 'Samana (M Cl"
"937, '-', 'West', '-', '-', '-', '1100733204', 'SHREE KRISHNA SALES', 'GT', 'Super Redistribution Wholesaler', 'Nadiad', 'GUJARAT', '-', '747495', 'Madhav Agncy Umreth', '7829', 'Kasnara Hitesh Kumar', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '9035', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '24ADEPB1547N1ZP', '', '-', '-', '-', '', 'Umreth (M"
938,-,North,-,-,-,1100730354,RADHA ASSOCIATES,GT,Super Redistribution Wholesaler,Gorakhpur,UTTAR PRADESH,-,747508,M/S AMIT AGENCIES,6315,Anjani Kumar Tripathi,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,278,-,-,-,-,-,-,-,-,-,-,09BGIPK4404R1ZV,,-,-,-,,Hariharpur,Gorakhpur,BIHAR,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45163,,Radha Associates,45748,-,1,45790,45790,NULL
939,-,South,-,-,-,1100730983,GANESH AGENCIES,GT,Super Redistribution Wholesaler,RAVULAPALEM,Andhra Pradesh,-,747517,Sri Datta Sai Agencies,1914,PATAMATASETTI SUBBARAO,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,1365,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,Pitapuram,Kakinada,WEST BENGAL,0.000000,0.000000,-,9247237098,-,-,-,-,999999999,1000,credit,web,-,-,0,0.00,,-,45163,,GANESH AGENCIES,45757,-,1,45792,45792,NULL
940,-,North,-,-,-,1100730354,RADHA ASSOCIATES,GT,Super Redistribution Wholesaler,Gorakhpur,UTTAR PRADESH,-,747520,M/S SRI LUXMI BHANDAR,6818,RAJNISH PANDEY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,278,-,-,-,-,-,-,-,-,-,-,09ATQPK4612F1ZK,,-,-,-,,Nautanwa,Gorakhpur,WEST BENGAL,0.000000,0.000000,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12714033000050,-,45163,,Radha Associates,45748,-,1,45791,45791,NULL
